95361	0	0	23.8	0	23.8	255	2	255	2
95580	0	0	6095	0	6095	497	2	497	2
95332	0	0	399.56	0	399.56	1291	2	1291	2
95601	0	0	10	0	10	5073	2	5073	2
95935	0	0	425.28	0	425.28	7462	2	7462	2
95492	0	0	365	0	365	10087	2	10087	2
95642	0	0	10	0	10	11807	9	11807	9
95643	0	0	68.1	0	68.1	11920	9	11920	9
95401	0	0	381	0	381	12239	2	12239	2
95948	0	0	59.6	0	59.6	15915	12	15915	12
96013	0	0	647.2	0	647.2	16419	12	16419	12
96013	0	0	647.2	0	647.2	16419	12	16419	12
95645	0	0	1133	0	1133	18062	9	18062	9
95471	0	0	28900	0	28900	19129	11	19129	11
96160	0	0	312	0	312	19535	9	19535	9
95923	0	0	6329.13	0	6329.13	20169	2	20169	2
95736	0	0	15	0	15	20362	9	20362	9
95687	0	0	488	0	488	20946	12	20946	12
95699	0	0	167	0	167	20946	12	20946	12
95327	0	0	32	0	32	56444	14	56444	14
95728	0	0	134	0	134	66905	15	66905	15
95465	0	0	282	0	282	102626	14	102626	14
96184	0	0	82.5	0	82.5	103596	14	103596	14
95911	0	0	24	0	24	104411	14	104411	14
95542	0	0	210	0	210	110921	14	110921	14
96168	0	0	596	0	596	114869	14	114869	14
96097	0	0	122	0	122	118001	14	118001	14
95903	0	0	181	0	181	138007	2	138007	2
95984	0	0	2000	0	2000	138091	11	138091	11
95825	0	0	610	0	610	138345	11	138345	11
96219	0	0	305	0	305	138678	9	138678	9
96126	0	0	15	0	15	139118	11	139118	11
95997	0	0	443	0	443	139456	2	139456	2
95637	0	0	608.5	0	608.5	143830	14	143830	14
96050	0	0	2	0	2	144436	14	144436	14
96034	0	0	205	0	205	145155	11	145155	11
95770	0	0	210	0	210	145657	11	145657	11
95640	0	0	12	0	12	145852	14	145852	14
95902	0	0	30	0	30	145855	11	145855	11
96216	0	0	3800	0	3800	145855	11	145855	11
96025	0	0	55	0	55	145916	2	145916	2
95513	0	0	162	0	162	145923	14	145923	14
95386	0	0	160	0	160	147360	9	147360	9
96250	0	0	2004	0	2004	147464	11	147464	11
95735	0	0	231	0	231	147510	9	147510	9
96120	0	0	445.2	0	445.2	148523	11	148523	11
95694	0	0	245	0	245	148753	14	148753	14
95458	0	0	225.1	0	225.1	148900	11	148900	11
96125	0	0	320	0	320	149122	14	149122	14
96032	0	0	70	0	70	149122	14	149122	14
96209	0	0	778.3	0	778.3	149561	11	149561	11
95677	0	0	30.5	0	30.5	149669	14	149669	14
95945	0	0	222.5	0	222.5	149981	12	149981	12
95943	0	0	15	0	15	150038	11	150038	11
95310	0	0	1950	0	1950	150063	14	150063	14
95676	0	0	47.5	0	47.5	150311	11	150311	11
96021	0	4059.2	16236.8	0	20296	150391	9	150391	9
95838	0	0	304.1	0	304.1	150391	9	150391	9
95306	0	0	210	0	210	150459	14	150459	14
95412	0	0	67	0	67	150459	14	150459	14
96175	0	0	500	0	500	150508	11	150508	11
96087	0	0	1266.2	0	1266.2	151256	9	151256	9
96206	0	0	1585	0	1585	151377	2	151377	2
95663	0	0	463	0	463	151538	9	151538	9
95739	0	0	3000	0	3000	151572	11	151572	11
95299	0	0	43.5	0	43.5	151731	14	151731	14
96053	0	0	600	0	600	152144	14	152144	14
95737	0	0	92	0	92	178681	11	178681	11
96191	0	0	635	0	635	178685	9	178685	9
95610	0	0	2220	0	2220	178826	11	178826	11
95992	0	0	165	0	165	178889	9	178889	9
95851	0	0	185	0	185	179165	2	179165	2
96230	0	0	384	0	384	179334	14	179334	14
95706	0	0	575	0	575	179521	2	179521	2
96096	0	0	92	0	92	179788	14	179788	14
95881	0	0	100	0	100	179870	11	179870	11
96172	0	0	12	0	12	180052	14	180052	14
96201	0	0	142	0	142	180052	14	180052	14
96229	0	0	36	0	36	180145	14	180145	14
95696	0	0	488	0	488	180246	12	180246	12
95830	0	0	885	0	885	180722	11	180722	11
96136	0	0	674	0	674	180725	11	180725	11
96113	0	0	15	0	15	180725	11	180725	11
95333	0	0	2	0	2	181337	14	181337	14
95714	0	0	940	0	940	181437	14	181437	14
95726	0	0	120	0	120	181442	12	181442	12
95426	0	0	67	0	67	181514	9	181514	9
95780	0	112.8	191.2	0	304	181590	9	181590	9
96024	0	0	12	0	12	182169	14	182169	14
96128	0	0	1680	0	1680	182256	9	182256	9
96223	0	0	2585	0	2585	182275	2	182275	2
95746	0	0	2462	0	2462	182342	14	182342	14
96165	0	0	95	0	95	182455	14	182455	14
95295	0	0	9	0	9	182558	14	182558	14
95986	0	0	162	0	162	182643	9	182643	9
96142	0	0	146	0	146	182650	11	182650	11
95515	0	0	122.5	0	122.5	182717	11	182717	11
95469	0	0	53	0	53	182811	14	182811	14
95802	0	451.2	681.8	0	1133	182894	9	182894	9
96194	0	0	380	0	380	183085	9	183085	9
96061	0	0	24	0	24	183178	14	183178	14
95993	0	0	126	0	126	183251	14	183251	14
95937	0	0	24	0	24	183251	14	183251	14
95777	0	0	113.1	0	113.1	183265	9	183265	9
95701	0	0	52	0	52	183267	14	183267	14
96106	0	0	482	0	482	183302	14	183302	14
95524	0	0	680	0	680	183426	2	183426	2
95755	0	0	1124	0	1124	183450	9	183450	9
95864	0	0	115.28	0	115.28	183494	2	183494	2
96228	0	0	300	0	300	183536	11	183536	11
96020	0	0	588.6	0	588.6	183584	11	183584	11
95914	0	0	4000	0	4000	183593	11	183593	11
95858	0	0	367.5	0	367.5	183601	11	183601	11
95980	0	0	802	0	802	183659	14	183659	14
96198	0	0	2725.28	0	2725.28	183680	2	183680	2
95722	0	0	261	0	261	183753	9	183753	9
95534	0	0	65.5	0	65.5	183757	11	183757	11
96067	0	0	229	0	229	183792	9	183792	9
96109	0	0	48	0	48	183803	14	183803	14
96222	0	0	250	0	250	183803	14	183803	14
96026	0	0	2748.1	0	2748.1	183835	9	183835	9
95446	0	0	813	0	813	183836	9	183836	9
95628	0	0	505	0	505	183838	9	183838	9
95752	0	0	15	0	15	183879	12	183879	12
95711	0	0	983	0	983	183881	12	183881	12
96071	0	0	98	0	98	183890	12	183890	12
95503	0	0	350	0	350	184065	11	184065	11
96242	0	0	247	0	247	184160	12	184160	12
96187	0	0	90	0	90	184594	2	184594	2
96007	0	0	100	0	100	185018	14	185018	14
96074	0	0	30.5	0	30.5	185018	14	185018	14
95647	0	0	15	0	15	185178	11	185178	11
96108	0	0	82.5	0	82.5	185260	14	185260	14
96079	0	0	640.8	0	640.8	185406	11	185406	11
95751	0	0	864	0	864	185573	9	185573	9
95742	0	0	320.1	0	320.1	185645	9	185645	9
95762	0	0	239	0	239	185674	11	185674	11
95762	0	0	239	0	239	185674	11	185674	11
95572	0	548.8	986.2	0	1535	185736	9	185736	9
96249	0	0	300	0	300	185740	11	185740	11
96249	0	0	300	0	300	185740	11	185740	11
95313	0	0	2520	0	2520	185779	11	185779	11
95313	0	0	2520	0	2520	185779	11	185779	11
95313	0	0	2520	0	2520	185779	11	185779	11
95926	0	0	675	0	675	185799	11	185799	11
95946	0	0	15	0	15	185799	11	185799	11
95517	0	0	3060	0	3060	185997	12	185997	12
95408	0	0	302	0	302	186143	14	186143	14
95680	0	2.5	50.5	0	53	186251	14	186251	14
95680	0	2.5	50.5	0	53	186251	14	186251	14
95660	0	0	48	0	48	186398	14	186398	14
95620	0	0	12	0	12	186398	14	186398	14
95476	0	0	305	0	305	186503	11	186503	11
95476	0	0	305	0	305	186503	11	186503	11
96069	0	0	114.5	0	114.5	186748	14	186748	14
96069	0	0	114.5	0	114.5	186748	14	186748	14
96069	0	0	114.5	0	114.5	186748	14	186748	14
96069	0	0	114.5	0	114.5	186748	14	186748	14
95312	0	0	162	0	162	186832	14	186832	14
95388	0	0	19	0	19	187294	9	187294	9
95983	0	0	5500	0	5500	187321	14	187321	14
95983	0	0	5500	0	5500	187321	14	187321	14
95880	0	0	1280.4	0	1280.4	187394	11	187394	11
95880	0	0	1280.4	0	1280.4	187394	11	187394	11
95654	0	0	253.8	0	253.8	187428	11	187428	11
95965	0	0	7500	0	7500	187671	2	187671	2
95656	0	0	40	0	40	187768	14	187768	14
95626	0	0	246	0	246	187852	9	187852	9
95626	0	0	246	0	246	187852	9	187852	9
95422	0	0	105.5	0	105.5	187937	14	187937	14
95422	0	0	105.5	0	105.5	187937	14	187937	14
95336	0	0	30.5	0	30.5	188266	14	188266	14
95336	0	0	30.5	0	30.5	188266	14	188266	14
96197	0	0	32	0	32	188496	11	188496	11
95843	0	0	5520	0	5520	188496	11	188496	11
96215	0	0	440.8	0	440.8	188512	11	188512	11
95789	0	0	6062	0	6062	188557	12	188557	12
96177	0	0	491	0	491	188557	12	188557	12
95604	0	0	220.4	0	220.4	188593	11	188593	11
96012	0	0	30	0	30	188654	11	188654	11
96012	0	0	30	0	30	188654	11	188654	11
96153	0	0	449	0	449	188654	11	188654	11
96153	0	0	449	0	449	188654	11	188654	11
95538	0	0	4020	0	4020	188911	11	188911	11
95538	0	0	4020	0	4020	188911	11	188911	11
95766	0	0	242	0	242	188973	12	188973	12
95491	0	0	792.2	0	792.2	189010	11	189010	11
95898	0	0	100	0	100	189014	11	189014	11
95826	0	0	30	0	30	189068	11	189068	11
95355	0	0	194.4	0	194.4	189157	14	189157	14
95373	0	0	43	0	43	189187	14	189187	14
95339	0	0	12	0	12	189187	14	189187	14
95531	0	0	12	0	12	189223	14	189223	14
95502	0	0	70	0	70	189223	14	189223	14
95467	0	0	15	0	15	189241	11	189241	11
95452	0	0	82	0	82	189246	14	189246	14
95657	0	0	233.2	0	233.2	189308	12	189308	12
95761	0	0	254	0	254	189318	11	189318	11
95608	0	0	500	0	500	189318	11	189318	11
96213	0	0	400	0	400	189337	2	189337	2
95708	0	0	12	0	12	189342	14	189342	14
96008	0	0	500	0	500	189442	11	189442	11
96192	0	0	203.8	0	203.8	189442	11	189442	11
95978	0	0	405	0	405	189444	2	189444	2
96085	0	0	176	0	176	189452	14	189452	14
