96234	0	0	31.2	0	31.2	189539	11		
96237	0	0	327.5	0	327.5	16123	12		
96238	0	0	318.5	0	318.5	189521	12		
96239	0	0	212	0	212	189538	12		
96244	0	0	86	0	86	147324	11		
96248	0	0	65	0	65	189544	2		
96253	0	0	620	0	620	189542	12		
95953	0	0	66.5	0	66.5	189424	14		
95293	0	0	70	0	70	189174	9		
95297	0	0	20	0	20	189160	14		
95322	0	0	12	0	12	53365	14		
95324	0	0	20	0	20	189185	14		
95326	0	0	40	0	40	3238	2		
95343	0	0	92	0	92	189159	14		
95346	0	0	300	0	300	99375	14		
95362	0	0	70	0	70	189195	14		
95369	0	0	700	0	700	189174	9		
95372	0	0	12.4	0	12.4	189158	14		
95391	0	0	66.5	0	66.5	189192	14		
95395	0	0	12	0	12	189209	14		
95403	0	0	12	0	12	189222	14		
95418	0	0	12	0	12	189229	14		
95413	0	0	100	0	100	189218	11		
95415	0	0	343	0	343	189186	14		
95423	0	0	45	0	45	189239	2		
95429	0	0	2190	0	2190	45452	14		
95434	0	0	12	0	12	189206	14		
95435	0	0	92	0	92	189231	14		
95439	0	0	10	0	10	104936	14		
95442	0	0	12	0	12	189196	14		
95444	0	0	210	0	210	189229	14		
95462	0	0	484	0	484	189206	14		
95468	0	0	500	0	500	189234	11		
95475	0	0	23.2	0	23.2	189212	12		
95482	0	0	12	0	12	189225	14		
95472	0	0	17	0	17	189204	14		
95493	0	0	66.5	0	66.5	189267	14		
95496	0	0	221.5	0	221.5	189222	14		
95478	0	0	124	0	124	189125	12		
95485	0	0	510	0	510	189214	11		
95488	0	0	24	0	24	189230	14		
95494	0	0	288.5	0	288.5	189236	11		
95497	0	0	70	0	70	184632	14		
95500	0	0	15	0	15	189262	11		
95512	0	0	35	0	35	189276	9		
95523	0	0	116	0	116	189284	11		
95528	0	0	645	0	645	189219	9		
95533	0	0	1260	0	1260	142181	14		
95535	0	0	484	0	484	189230	14		
95570	0	0	15	0	15	189257	11		
95581	0	0	88.2	0	88.2	189233	12		
95605	0	0	209	0	209	189225	14		
95551	0	0	44	0	44	189248	11		
95556	0	0	124.9	0	124.9	189251	12		
95559	0	0	250	0	250	189216	14		
