95565	0	0	548.5	0	548.5	189229	14		
95583	0	0	500	0	500	189296	11		
95586	0	0	12.2	0	12.2	189303	11		
95594	0	0	160	0	160	189280	9		
95609	0	0	68.1	0	68.1	189211	9		
95611	0	0	200	0	200	102928	14		
95619	0	0	96.28	0	96.28	189220	2		
95621	0	0	636	0	636	189244	11		
95623	0	0	122	0	122	189299	14		
95624	0	0	1900	0	1900	189216	14		
95627	0	0	15	0	15	189333	11		
95631	0	0	12	0	12	119248	14		
95635	0	0	392	0	392	189283	14		
95639	0	0	15	0	15	189330	11		
95644	0	0	468	0	468	189281	11		
95625	0	0	12	0	12	189315	14		
95633	0	0	70	0	70	189329	14		
95648	0	0	90	0	90	189314	14		
95649	0	0	200	0	200	189293	11		
95650	0	0	245	0	245	189273	9		
95652	0	0	66.5	0	66.5	184632	14		
95655	0	0	127	0	127	111081	14		
95658	0	0	153	0	153	189209	14		
95659	0	0	202	0	202	189315	14		
95664	0	0	83	0	83	189287	14		
95665	0	0	18.5	0	18.5	189310	14		
95670	0	0	15	0	15	189338	11		
95671	0	0	267	0	267	189210	2		
95672	0	0	60.1	0	60.1	189276	9		
95675	0	0	350.5	0	350.5	119248	14		
95682	0	0	12	0	12	189345	14		
95690	0	0	35	0	35	189331	9		
95700	0	0	15	0	15	189340	11		
95697	0	0	382	0	382	189329	14		
95702	0	0	182.5	0	182.5	189218	11		
95705	0	0	4250	0	4250	53365	14		
95710	0	0	100	0	100	189351	11		
95712	0	0	145.5	0	145.5	189196	14		
95717	0	0	12	0	12	189302	14		
95719	0	0	302	0	302	189025	14		
95720	0	225.6	343.4	0	569	189319	9		
95724	0	0	186	0	186	189335	2		
95727	0	0	301	0	301	189345	14		
95732	0	0	394	0	394	189257	11		
95733	0	0	15	0	15	189359	11		
95734	0	0	196.4	0	196.4	189279	12		
95740	0	0	488.2	0	488.2	189338	11		
95743	0	0	100	0	100	189362	11		
95744	0	0	100	0	100	189359	11		
95745	0	0	245	0	245	189297	9		
95749	0	0	722	0	722	189354	14		
95753	0	0	245.1	0	245.1	189331	9		
95754	0	0	193.78	0	193.78	188706	2		
95756	0	0	249	0	249	189353	11		
95757	0	0	205	0	205	189351	11		
95769	0	0	12	0	12	189369	14		
95760	0	0	12	0	12	189366	14		
95764	0	0	232.5	0	232.5	189244	11		
95765	0	0	124	0	124	189368	12		
95768	0	0	395	0	395	189302	14		
95771	0	0	237	0	237	189262	11		
95772	0	0	53.8	0	53.8	189358	11		
95774	0	0	1500	0	1500	189262	11		
95778	0	0	79	0	79	189340	11		
95781	0	0	124	0	124	189371	12		
95783	0	0	54.7	0	54.7	189365	2		
95784	0	0	170	0	170	189366	14		
95786	0	0	31.2	0	31.2	189362	11		
95790	0	0	152	0	152	189369	14		
95799	0	0	221.6	0	221.6	189218	11		
95801	0	0	160	0	160	189347	12		
95809	0	0	144.6	0	144.6	189359	11		
95812	0	0	35	0	35	189378	9		
95833	0	0	15	0	15	189374	11		
95845	0	0	15	0	15	189373	11		
95853	0	0	300	0	300	189364	2		
95859	0	0	60	0	60	189364	2		
95866	0	0	300	0	300	189399	11		
95890	0	0	203.8	0	203.8	189380	11		
95889	0	0	305	0	305	189373	11		
95895	0	0	98	0	98	189413	12		
95896	0	0	26.2	0	26.2	189406	12		
95918	0	0	293	0	293	189378	9		
95930	0	0	250	0	250	189430	11		
95939	0	0	5500	0	5500	146638	11		
95959	0	0	12	0	12	189372	14		
95261	0	0	12	0	12	189158	14		
95961	0	0	100	0	100	189431	11		
95968	0	0	24	0	24	189269	14		
95973	0	0	500	0	500	189447	11		
95976	0	0	40	0	40	189435	2		
95990	0	0	237.5	0	237.5	106690	14		
95996	0	0	484	0	484	189274	14		
95999	0	0	139.5	0	139.5	189419	14		
96003	0	0	70	0	70	189434	14		
96004	0	0	32	0	32	189424	14		
96005	0	0	98	0	98	189397	12		
96011	0	0	162	0	162	189269	14		
96029	0	0	31	0	31	189467	14		
96030	0	0	212	0	212	189454	9		
96031	0	0	88.4	0	88.4	189433	11		
96033	0	0	69.5	0	69.5	188885	14		
96036	0	0	100	0	100	189465	11		
96037	0	0	226	0	226	189394	2		
96042	0	0	362	0	362	189437	14		
96044	0	0	1200	0	1200	189468	11		
96048	0	0	83.5	0	83.5	189372	14		
96051	0	0	353	0	353	189411	11		
96054	0	0	218	0	218	189440	11		
96055	0	0	12.4	0	12.4	189372	14		
96062	0	0	48.8	0	48.8	189415	9		
96080	0	0	400	0	400	189446	14		
96082	0	0	210	0	210	140096	14		
96086	0	0	194	0	194	189484	14		
96099	0	0	12	0	12	54510	14		
96101	0	0	188	0	188	189483	14		
96104	0	0	10	0	10	140023	14		
96105	0	0	100	0	100	189492	11		
96107	0	0	100	0	100	189497	14		
96112	0	0	12	0	12	185502	14		
96115	0	0	395	0	395	189294	9		
96116	0	0	35	0	35	189495	9		
96117	0	0	6173	0	6173	189296	11		
96123	0	0	198.8	0	198.8	189501	11		
96139	0	0	500	0	500	189505	11		
96140	0	0	15	0	15	189495	9		
96144	0	0	1050	0	1050	189508	14		
96146	0	800	4970.28	0	5770.28	7140	2		
96148	0	0	884.4	0	884.4	189431	11		
96151	0	0	273.2	0	273.2	189374	11		
96154	0	0	529.28	0	529.28	189390	2		
96158	0	0	454	0	454	189484	14		
96161	0	0	185	0	185	189457	2		
96166	0	0	334.7	0	334.7	189473	11		
96167	0	0	500	0	500	51781	14		
96169	0	0	568	0	568	139741	14		
96170	0	0	650	0	650	67945	14		
96173	0	0	200	0	200	102885	14		
96176	0	0	180	0	180	189489	2		
96179	0	0	216.2	0	216.2	146638	11		
96180	0	0	24	0	24	189517	14		
96181	0	0	100	0	100	189524	11		
96183	0	0	57.4	0	57.4	189465	11		
96189	0	0	283	0	283	189494	14		
96193	0	4.75	92.3	-0.05	97	134147	14		
96196	0	0	116	0	116	189530	11		
96199	0	0	85.4	0	85.4	189478	11		
96200	0	0	189.6	0	189.6	189440	11		
96202	0	0	15	0	15	147324	11		
96210	0	0	150	0	150	185502	14		
96212	0	0	62	0	62	189532	12		
96214	0	0	227	0	227	189522	14		
96220	0	0	40.2	0	40.2	189529	11		
96221	0	0	198.5	0	198.5	189483	14		
96225	0	0	102	0	102	189517	14		
96227	0	0	430	0	430	33765	14		
96232	0	0	412	0	412	189517	14		
